gestion,codigo_municipio,area,sexo,numerador,denominador,valor
2024,10701,urbana,mujer,585,2840,20.598591549295776
2024,10702,rural,hombre,2367,11857,19.96289111917011
2024,10702,rural,mujer,2417,12021,20.106480326095998
2024,10702,urbana,hombre,279,1301,21.445042275172945
2024,10702,urbana,mujer,323,1536,21.028645833333332
2024,10703,rural,hombre,1576,6940,22.70893371757925
2024,10703,rural,mujer,1518,6526,23.26080294207784
2024,10703,urbana,hombre,313,1534,20.404172099087354
2024,10703,urbana,mujer,335,1484,22.57412398921833
2024,10704,rural,hombre,1428,5828,24.502402196293755
2024,10704,rural,mujer,1414,5796,24.396135265700483
2024,10704,urbana,hombre,322,1242,25.925925925925927
2024,10704,urbana,mujer,375,1416,26.483050847457626
2024,10801,rural,hombre,527,2966,17.76803776129467
2024,10801,rural,mujer,487,2675,18.205607476635514
2024,10801,urbana,hombre,461,1727,26.693688477127967
2024,10801,urbana,mujer,384,1739,22.081656124209317
2024,10901,rural,hombre,330,1566,21.0727969348659
2024,10901,rural,mujer,301,1446,20.816044260027663
2024,10901,urbana,hombre,289,1151,25.10860121633362
2024,10901,urbana,mujer,285,1212,23.514851485148515
2024,10902,rural,hombre,1191,5708,20.865451997196917
2024,10902,rural,mujer,1142,5736,19.909344490934448
2024,10902,urbana,hombre,337,1594,21.141781681304895
2024,10902,urbana,mujer,329,1810,18.176795580110497
2024,10903,rural,hombre,631,2576,24.49534161490683
2024,10903,rural,mujer,487,2440,19.959016393442624
2024,11001,rural,hombre,850,4322,19.66682091624248
2024,11001,rural,mujer,732,3739,19.57742711955068
2024,11001,urbana,hombre,1099,2957,37.166046668921204
2024,11001,urbana,mujer,783,2264,34.58480565371025
2024,11002,rural,hombre,281,1346,20.87667161961367
2024,11002,rural,mujer,243,1201,20.233139050791006
2024,11003,rural,hombre,1064,3895,27.317073170731707
2024,11003,rural,mujer,771,3340,23.08383233532934
2024,20101,rural,hombre,831,3902,21.296770886724758
2024,20101,rural,mujer,658,3304,19.915254237288135
2024,20101,urbana,hombre,83236,362737,22.94665280906001
2024,20101,urbana,mujer,81157,387488,20.944390535964985
2024,20102,rural,hombre,2137,10902,19.60190790680609
2024,20102,rural,mujer,2400,10827,22.166805209199225
2024,20103,rural,hombre,1922,10240,18.76953125
2024,20103,rural,mujer,1952,10206,19.126004311189497
2024,20104,rural,hombre,565,3108,18.17889317889318
2024,20104,rural,mujer,601,3222,18.653010552451892
2024,20104,urbana,hombre,4526,19761,22.903699205505795
2024,20104,urbana,mujer,4609,20097,22.933771209633278
2024,20105,rural,hombre,86,332,25.903614457831324
2024,20105,rural,mujer,67,283,23.674911660777386
2024,20105,urbana,hombre,111461,427042,26.100711405435533
2024,20105,urbana,mujer,117219,458168,25.584283494264113
2024,20201,rural,hombre,3391,18622,18.209644506497693
2024,20201,rural,mujer,3498,19233,18.187490251130868
2024,20201,urbana,hombre,1197,4521,26.476443264764434
2024,20201,urbana,mujer,1153,4881,23.62220856381889
2024,20202,rural,hombre,1375,8472,16.22993389990557
2024,20202,rural,mujer,1390,8481,16.389576700860747
2024,20203,rural,hombre,582,4076,14.278704612365063
2024,20203,rural,mujer,663,4603,14.40364979361286
2024,20204,rural,hombre,680,4612,14.744145706851691
2024,20204,rural,mujer,727,4675,15.550802139037433
2024,20205,rural,hombre,437,2604,16.781874039938558
2024,20205,rural,mujer,389,2514,15.473349244232299
2024,20206,rural,hombre,862,3646,23.642347778387272
2024,20206,rural,mujer,676,3580,18.88268156424581
2024,20301,rural,hombre,991,5540,17.888086642599276
2024,20301,rural,mujer,1007,5602,17.97572295608711
2024,20301,urbana,hombre,616,1425,43.228070175438596
2024,20301,urbana,mujer,180,984,18.29268292682927
2024,20302,rural,hombre,1358,7851,17.2971595975035
2024,20302,rural,mujer,1307,7719,16.932245109470138
2024,20303,rural,hombre,1051,6262,16.78377515170872
2024,20303,rural,mujer,1032,5957,17.324156454591236
2024,20304,rural,hombre,456,2547,17.90341578327444
2024,20304,rural,mujer,468,2691,17.391304347826086
2024,20305,rural,hombre,455,2185,20.823798627002287
2024,20305,rural,mujer,410,2036,20.137524557956777
2024,20306,rural,hombre,640,2451,26.111791105671156
2024,20306,rural,mujer,581,1985,29.269521410579344
2024,20306,urbana,hombre,226,1095,20.639269406392692
2024,20306,urbana,mujer,225,911,24.698133918770584
2024,20307,rural,hombre,379,2050,18.48780487804878
2024,20307,rural,mujer,362,1972,18.356997971602436
2024,20308,rural,hombre,629,4177,15.058654536748863
2024,20308,rural,mujer,589,3860,15.259067357512953
2024,20401,rural,hombre,1169,7156,16.335941866964784
2024,20401,rural,mujer,1070,6856,15.60676779463244
2024,20402,rural,hombre,1625,9298,17.476876747687676
2024,20402,rural,mujer,1561,8513,18.336661576412546
2024,20403,rural,hombre,1603,9000,17.81111111111111
2024,20403,rural,mujer,1389,8336,16.662667946257198
2024,20404,rural,hombre,546,2925,18.666666666666668
2024,20404,rural,mujer,476,2733,17.416758141236738
2024,20405,rural,hombre,718,4461,16.095045953822012
2024,20405,rural,mujer,674,4376,15.402193784277879
2024,20501,rural,hombre,1949,9271,21.022543414949844
2024,20501,rural,mujer,1890,8559,22.082018927444796
2024,20502,rural,hombre,1080,4772,22.632020117351214
2024,20502,rural,mujer,1032,4257,24.242424242424242
2024,20503,rural,hombre,851,3653,23.295921160689844
2024,20503,rural,mujer,703,3068,22.913950456323338
2024,20601,rural,hombre,2785,13542,20.56564761482794
2024,20601,rural,mujer,2798,12590,22.223987291501192
2024,20601,urbana,hombre,410,1749,23.441966838193252
2024,20601,urbana,mujer,519,2202,23.569482288828336
2024,20602,rural,hombre,1545,6519,23.699953980671882
2024,20602,rural,mujer,1257,5305,23.694627709707824
2024,20602,urbana,hombre,477,2239,21.304153640017866
2024,20602,urbana,mujer,518,2323,22.298751614291863
2024,20603,rural,hombre,1181,5161,22.883162177872507
2024,20603,rural,mujer,1091,4600,23.717391304347824
2024,20604,rural,hombre,510,2181,23.383768913342504
2024,20604,rural,mujer,512,2043,25.061184532550172
2024,20605,rural,hombre,313,1852,16.900647948164146
2024,20605,rural,mujer,301,1677,17.94871794871795
2024,20606,rural,hombre,594,2998,19.81320880587058
2024,20606,rural,mujer,482,2366,20.371935756551142
2024,20606,urbana,hombre,257,1242,20.69243156199678
2024,20606,urbana,mujer,218,1110,19.63963963963964
2024,20607,rural,hombre,1818,6518,27.89199140840749
2024,20607,rural,mujer,1286,4983,25.807746337547663
2024,20607,urbana,hombre,1205,5280,22.821969696969695
2024,20607,urbana,mujer,1338,5062,26.43224022125642
2024,20608,rural,hombre,1446,5834,24.78573877271169
2024,20608,rural,mujer,1156,4582,25.22915757311218
2024,20608,urbana,hombre,330,1476,22.357723577235774
2024,20608,urbana,mujer,395,1487,26.5635507733692
2024,20701,rural,hombre,1661,7328,22.666484716157207
2024,20701,rural,mujer,1286,6171,20.839410144222978
2024,20701,urbana,hombre,774,2898,26.70807453416149
2024,20701,urbana,mujer,593,2759,21.493294671982603
2024,20702,rural,hombre,1515,5280,28.693181818181817
2024,20702,rural,mujer,909,3780,24.047619047619047
2024,20801,rural,hombre,1763,11085,15.904375281912495
2024,20801,rural,mujer,1805,11270,16.01597160603372
2024,20801,urbana,hombre,11790,45209,26.078878099493462
2024,20801,urbana,mujer,10944,45990,23.79647749510763
2024,20802,rural,hombre,921,4311,21.363952679192764
2024,20802,rural,mujer,646,4281,15.089932258818033
2024,20803,rural,hombre,1235,6520,18.941717791411044
2024,20803,rural,mujer,1398,7128,19.612794612794612
2024,20804,rural,hombre,243,1465,16.58703071672355
2024,20804,rural,mujer,214,1526,14.02359108781127
2024,20804,urbana,hombre,516,2447,21.087045361667347
2024,20804,urbana,mujer,502,2459,20.41480276535177
2024,20805,rural,hombre,655,4046,16.188828472565497
2024,20805,rural,mujer,655,3890,16.838046272493575
2024,20806,rural,hombre,1512,8536,17.713214620431117
2024,20806,rural,mujer,1514,8480,17.85377358490566
2024,20807,rural,hombre,544,3626,15.002757859900717
2024,20807,rural,mujer,602,3914,15.38068472151252
2024,20901,rural,hombre,950,5464,17.386530014641288
2024,20901,rural,mujer,916,5239,17.48425271998473
2024,20902,rural,hombre,1570,8322,18.865657293919732
2024,20902,rural,mujer,1600,8175,19.571865443425075
2024,20903,rural,hombre,1147,5236,21.90603514132926
2024,20903,rural,mujer,1022,4841,21.111340632100806
2024,20903,urbana,hombre,322,1324,24.3202416918429
2024,20903,urbana,mujer,206,895,23.01675977653631
2024,20904,rural,hombre,730,2884,25.312066574202497
2024,20904,rural,mujer,628,2413,26.025694156651472
2024,20905,rural,hombre,1533,7105,21.576354679802957
2024,20905,rural,mujer,1456,6493,22.424149083628524
2024,21001,rural,hombre,2122,10079,21.05367595991666
2024,21001,rural,mujer,1822,8600,21.186046511627907
2024,21002,rural,hombre,833,3899,21.364452423698385
2024,21002,rural,mujer,483,2515,19.204771371769382
2024,21002,urbana,hombre,444,2185,20.320366132723112
2024,21002,urbana,mujer,481,2288,21.022727272727273
2024,21003,rural,hombre,1619,6949,23.298316304504244
2024,21003,rural,mujer,1478,6506,22.717491546264988
2024,21003,urbana,hombre,278,1067,26.0543580131209
2024,21003,urbana,mujer,303,1043,29.050814956855227
2024,21004,rural,hombre,1678,8924,18.803227252353206
2024,21004,rural,mujer,1565,7971,19.63367206122193
2024,21004,urbana,hombre,849,3462,24.523396880415945
2024,21004,urbana,mujer,812,3148,25.79415501905972
2024,21005,rural,hombre,875,4056,21.572978303747533
2024,21005,rural,mujer,770,3424,22.488317757009344
2024,21005,urbana,hombre,278,1072,25.932835820895523
2024,21005,urbana,mujer,271,1000,27.1
2024,21006,rural,hombre,484,2275,21.274725274725274
2024,21006,rural,mujer,494,2076,23.795761078998073
2024,21006,urbana,hombre,395,1682,23.48394768133175
2024,21006,urbana,mujer,432,1844,23.427331887201735
2024,21101,rural,hombre,1505,7875,19.11111111111111
2024,21101,rural,mujer,1603,7831,20.469927212361128
2024,21101,urbana,hombre,231,1248,18.509615384615383
2024,21101,urbana,mujer,264,1349,19.570051890289104
2024,21102,rural,hombre,2704,11535,23.441699176419593
2024,21102,rural,mujer,1940,8996,21.56514006224989
2024,21102,urbana,hombre,275,1268,21.687697160883282
2024,21102,urbana,mujer,313,1480,21.14864864864865
2024,21103,rural,hombre,796,3934,20.233858668022368
2024,21103,rural,mujer,731,3681,19.858734039663133
2024,21104,rural,hombre,2556,10588,24.140536456365698
2024,21104,rural,mujer,2142,8913,24.032312352743183
2024,21104,urbana,hombre,858,3753,22.861710631494805
2024,21104,urbana,mujer,936,3883,24.1050733968581
2024,21105,rural,hombre,5418,22493,24.087493886987062
2024,21105,rural,mujer,5081,20204,25.148485448426054
2024,21105,urbana,hombre,347,1413,24.557678697806086
2024,21105,urbana,mujer,386,1477,26.134055517941775
2024,21201,rural,hombre,3184,16516,19.278275611528215
2024,21201,rural,mujer,3425,17439,19.639887608234417
2024,21201,urbana,hombre,1717,7823,21.948101751246323
2024,21201,urbana,mujer,1933,8072,23.94697720515362
2024,21202,rural,hombre,2665,13567,19.64325200855016
2024,21202,rural,mujer,2900,14130,20.523708421797593
2024,21202,urbana,hombre,1109,5372,20.644080416976916
2024,21202,urbana,mujer,1257,5583,22.514777001612035
2024,21203,rural,hombre,1599,8495,18.822836962919364
2024,21203,rural,mujer,1695,9218,18.38793664569321
2024,21203,urbana,hombre,276,1367,20.190197512801756
2024,21203,urbana,mujer,335,1527,21.938441388343158
2024,21204,rural,hombre,681,3858,17.65163297045101
2024,21204,rural,mujer,714,4042,17.664522513607125
2024,21301,rural,hombre,2523,12756,19.77892756349953
2024,21301,rural,mujer,2373,11465,20.697775839511557
2024,21301,urbana,hombre,1146,4661,24.586998498176357
2024,21301,urbana,mujer,1276,5003,25.504697181690986
2024,21302,rural,hombre,695,4634,14.997842037116962
2024,21302,rural,mujer,703,4468,15.734109221128021
2024,21303,rural,hombre,1198,5778,20.733817930079613
2024,21303,rural,mujer,1106,5480,20.182481751824817
2024,21304,rural,hombre,1478,7744,19.085743801652892
2024,21304,rural,mujer,1483,7583,19.55690360015825
2024,21305,rural,hombre,1057,5923,17.845686307614386
2024,21305,rural,mujer,1106,5785,19.11840968020743
2024,21305,urbana,hombre,1764,6641,26.562264719168798
2024,21305,urbana,mujer,1728,6799,25.41550227974702
2024,21306,rural,hombre,452,2580,17.51937984496124
2024,21306,rural,mujer,515,2446,21.054783319705642
2024,21306,urbana,hombre,820,3732,21.972132904608788
2024,21306,urbana,mujer,893,3732,23.928188638799572
2024,21307,rural,hombre,192,930,20.64516129032258
2024,21307,rural,mujer,149,895,16.64804469273743
2024,21307,urbana,hombre,375,1799,20.84491384102279
2024,21307,urbana,mujer,402,1902,21.13564668769716
2024,21401,rural,hombre,3084,12937,23.838602458066013
2024,21401,rural,mujer,2937,12027,24.42005487652781
2024,21401,urbana,hombre,231,1334,17.316341829085456
2024,21401,urbana,mujer,278,1413,19.67445152158528
2024,21402,rural,hombre,2328,10536,22.095671981776764
2024,21402,rural,mujer,2270,9917,22.889986891196934
2024,21402,urbana,hombre,292,1536,19.010416666666668
2024,21402,urbana,mujer,285,1541,18.494484101232967
2024,21501,rural,hombre,976,4495,21.71301446051168
2024,21501,rural,mujer,738,3309,22.30281051677244
2024,21501,urbana,hombre,537,2595,20.69364161849711
2024,21501,urbana,mujer,458,2196,20.856102003642988
2024,21502,rural,hombre,568,3014,18.84538818845388
2024,21502,rural,mujer,562,2656,21.15963855421687
2024,21502,urbana,hombre,402,2221,18.09995497523638
2024,21502,urbana,mujer,499,2214,22.538392050587174
2024,21601,rural,hombre,1542,6866,22.458491115642296
2024,21601,rural,mujer,1490,6144,24.251302083333332
2024,21601,urbana,hombre,348,1472,23.641304347826086
2024,21601,urbana,mujer,288,1281,22.482435597189696
2024,21602,rural,hombre,936,3553,26.34393470306783
2024,21602,rural,mujer,801,3058,26.19359058207979
2024,21701,rural,hombre,983,5516,17.820884699057288
2024,21701,rural,mujer,999,5869,17.021639120804224
2024,21701,urbana,hombre,630,2965,21.247892074198987
2024,21701,urbana,mujer,613,3113,19.69161580469001
2024,21702,rural,hombre,844,4625,18.248648648648647
2024,21702,rural,mujer,686,4539,15.113461114782991
2024,21703,rural,hombre,459,2055,22.335766423357665
2024,21703,rural,mujer,370,1835,20.16348773841962
2024,21703,urbana,hombre,398,1931,20.611082340756084
2024,21703,urbana,mujer,336,1704,19.718309859154928
2024,21801,rural,hombre,896,4896,18.30065359477124
2024,21801,rural,mujer,811,4321,18.768803517704235
2024,21802,rural,hombre,623,3558,17.509836987071388
2024,21802,rural,mujer,580,3091,18.76415399547072
2024,21803,rural,hombre,187,1090,17.155963302752294
2024,21803,rural,mujer,188,962,19.542619542619544
2024,21901,rural,hombre,640,3408,18.779342723004696
2024,21901,rural,mujer,599,3397,17.63320576979688
2024,21902,rural,hombre,660,2774,23.792357606344627
2024,21902,rural,mujer,617,2577,23.94256887854094
2024,22001,rural,hombre,4678,20525,22.79171741778319
2024,22001,rural,mujer,4514,18304,24.661276223776223
2024,22001,urbana,hombre,2991,10523,28.423453387817162
2024,22001,urbana,mujer,2764,10324,26.77256877179388
2024,22002,rural,hombre,1252,5749,21.777700469646895
2024,22002,rural,mujer,1125,4836,23.263027295285358
2024,30101,rural,hombre,5,15,33.333333333333336
2024,30101,rural,mujer,2,8,25.0
2024,30101,urbana,hombre,77738,319358,24.34196105937537
2024,30101,urbana,mujer,80839,346124,23.35550265222868
2024,30201,rural,hombre,1416,7387,19.168810071747664
2024,30201,rural,mujer,1342,6879,19.508649513010614
2024,30201,urbana,hombre,871,4126,21.1100339311682
2024,30201,urbana,mujer,1047,4731,22.130627774254915
2024,30202,rural,hombre,410,2005,20.448877805486283
2024,30202,rural,mujer,326,1641,19.865935405240705
2024,30202,urbana,hombre,331,1499,22.081387591727818
2024,30202,urbana,mujer,269,1330,20.225563909774436
2024,30203,rural,hombre,774,3422,22.618351841028637
2024,30203,rural,mujer,759,3278,23.154362416107382
2024,30301,rural,hombre,2183,11551,18.898796640983466
2024,30301,rural,mujer,1862,10264,18.141075604053
2024,30302,rural,hombre,1475,7552,19.53125
2024,30302,rural,mujer,1400,7168,19.53125
2024,30303,rural,hombre,2500,10671,23.42798238215725
2024,30303,rural,mujer,2008,8937,22.468389839991048
2024,30401,rural,hombre,730,3322,21.97471402769416
2024,30401,rural,mujer,724,3432,21.095571095571096
2024,30401,urbana,hombre,811,2295,35.33769063180828
2024,30401,urbana,mujer,562,2224,25.269784172661872
2024,30402,rural,hombre,640,3603,17.762975298362477
2024,30402,rural,mujer,641,3732,17.175777063236872
2024,30403,rural,hombre,880,4391,20.04099294010476
2024,30403,rural,mujer,871,4727,18.426063042098583
2024,30403,urbana,hombre,2424,9796,24.744793793385057
2024,30403,urbana,mujer,2628,10461,25.121881273300833
2024,30404,rural,hombre,543,2516,21.5818759936407
2024,30404,rural,mujer,500,2471,20.234722784297855
2024,30501,rural,hombre,596,3315,17.978883861236802
2024,30501,rural,mujer,646,3617,17.860105059441526
2024,30501,urbana,hombre,549,2077,26.432354357246027
2024,30501,urbana,mujer,486,2174,22.355105795768168
2024,30502,rural,hombre,777,4114,18.886728245017014
2024,30502,rural,mujer,821,4295,19.115250291036087
2024,30601,rural,hombre,1170,5559,21.04695089044792
2024,30601,rural,mujer,1086,5073,21.407451212300415
2024,30602,rural,hombre,1237,5726,21.603213412504367
2024,30602,rural,mujer,1013,5024,20.163216560509554
2024,30701,rural,hombre,1052,5151,20.42321879246748
2024,30701,rural,mujer,1123,5426,20.6966457795798
2024,30701,urbana,hombre,931,4214,22.093023255813954
2024,30701,urbana,mujer,1011,4636,21.807592752372734
2024,30702,rural,hombre,862,3966,21.73474533535048
2024,30702,rural,mujer,729,3974,18.344237544036236
2024,30703,rural,hombre,460,2071,22.21149203283438
2024,30703,rural,mujer,412,1909,21.581980094290206
2024,30801,rural,hombre,1041,4908,21.21026894865526
2024,30801,rural,mujer,1046,5111,20.465662297006457
2024,30801,urbana,hombre,1192,5465,21.81152790484904
2024,30801,urbana,mujer,1182,5671,20.842884852759653
2024,30802,rural,hombre,745,3740,19.919786096256683
2024,30802,rural,mujer,686,3642,18.83580450302032
2024,30803,rural,hombre,1127,3370,33.44213649851632
2024,30803,rural,mujer,667,3025,22.049586776859503
2024,30803,urbana,hombre,473,1228,38.51791530944625
2024,30803,urbana,mujer,267,1064,25.093984962406015
2024,30901,rural,hombre,878,3834,22.90036515388628
2024,30901,rural,mujer,895,3865,23.15653298835705
2024,30901,urbana,hombre,18674,76549,24.39483206834838
2024,30901,urbana,mujer,19662,82493,23.83474961511886
2024,30902,rural,hombre,1953,8853,22.06031853608946
2024,30902,rural,mujer,2160,9497,22.74402442876698
2024,30902,urbana,hombre,4282,17834,24.01031737131322
2024,30902,urbana,mujer,5013,19724,25.415737172987225
2024,30903,rural,hombre,395,1832,21.561135371179038
2024,30903,rural,mujer,395,1785,22.128851540616246
2024,30903,urbana,hombre,6807,27973,24.334179387266293
2024,30903,urbana,mujer,7292,30250,24.105785123966943
2024,30904,rural,hombre,970,4244,22.855796418473137
2024,30904,rural,mujer,1048,4381,23.921479114357453
2024,30904,urbana,hombre,5838,22703,25.714663260362066
2024,30904,urbana,mujer,6319,24736,25.545763260025872
2024,30905,urbana,hombre,7561,32204,23.478449882002234
2024,30905,urbana,mujer,7819,34301,22.79525378268855
2024,31001,rural,hombre,2994,13195,22.69041303524062
2024,31001,rural,mujer,3243,14047,23.086780095394033
2024,31001,urbana,hombre,23850,93004,25.644058320072254
2024,31001,urbana,mujer,24864,98846,25.154280395767152
2024,31002,rural,hombre,2195,9076,24.184662847069195
2024,31002,rural,mujer,1984,8513,23.305532714671678
2024,31002,urbana,hombre,646,2064,31.2984496124031
2024,31002,urbana,mujer,584,2193,26.630186958504332
2024,31003,rural,hombre,11205,44857,24.979378915219474
2024,31003,rural,mujer,9222,37637,24.502484257512553
2024,31003,urbana,hombre,1399,5505,25.41326067211626
2024,31003,urbana,mujer,1512,5748,26.304801670146137
2024,31101,rural,hombre,2618,12900,20.294573643410853
2024,31101,rural,mujer,2413,11766,20.508244093149752
2024,31201,rural,hombre,1910,7823,24.4151859900294
2024,31201,rural,mujer,1677,6998,23.9639897113461
2024,31202,rural,hombre,1523,6159,24.72804026627699
2024,31202,rural,mujer,1397,5706,24.483000350508238
2024,31203,rural,hombre,1242,6199,20.03548959509598
2024,31203,rural,mujer,1139,6059,18.798481597623372
2024,31204,rural,hombre,2225,9025,24.653739612188367
2024,31204,rural,mujer,1851,7640,24.227748691099478
2024,31204,urbana,hombre,1598,5612,28.474697077690664
2024,31204,urbana,mujer,1463,5244,27.89855072463768
2024,31205,rural,hombre,5526,22400,24.669642857142858
2024,31205,rural,mujer,4777,19280,24.776970954356848
2024,31205,urbana,hombre,2935,11138,26.351230023343508
2024,31205,urbana,mujer,3213,11777,27.28199032011548
2024,31206,rural,hombre,2167,9890,21.91102123356926
2024,31206,rural,mujer,1684,7382,22.81224600379301
2024,31206,urbana,hombre,3825,13791,27.73547966064825
2024,31206,urbana,mujer,4127,14717,28.042399945641094
2024,31301,rural,hombre,1389,7034,19.74694341768553
2024,31301,rural,mujer,1378,6718,20.51205715986901
2024,31301,urbana,hombre,644,2918,22.069910897875257
2024,31301,urbana,mujer,699,3226,21.667699938003718
2024,31302,rural,hombre,591,2643,22.36095346197503
2024,31302,rural,mujer,546,2601,20.991926182237602
2024,31303,rural,hombre,463,1860,24.892473118279568
2024,31303,rural,mujer,391,1652,23.668280871670703
2024,31304,rural,hombre,979,4128,23.71608527131783
2024,31304,rural,mujer,851,3928,21.664969450101832
2024,31401,rural,hombre,750,4088,18.34637964774951
2024,31401,rural,mujer,822,4597,17.881226887100283
2024,31401,urbana,hombre,2783,12440,22.371382636655948
2024,31401,urbana,mujer,3111,14123,22.0278977554344
2024,31402,rural,hombre,555,2911,19.065613191343182
2024,31402,rural,mujer,574,3004,19.10785619174434
2024,31402,urbana,hombre,338,1286,26.283048211508554
2024,31402,urbana,mujer,363,1398,25.965665236051503
2024,31403,rural,hombre,439,2338,18.776732249786143
2024,31403,rural,mujer,446,2497,17.861433720464557
2024,31403,urbana,hombre,935,4032,23.189484126984127
2024,31403,urbana,mujer,922,4187,22.020539765942203
2024,31404,rural,hombre,120,645,18.6046511627907
2024,31404,rural,mujer,117,642,18.22429906542056
2024,31405,rural,hombre,392,1901,20.620725933719097
2024,31405,rural,mujer,408,1921,21.238938053097346
2024,31501,rural,hombre,938,4585,20.458015267175572
2024,31501,rural,mujer,738,3697,19.96213145793887
2024,31601,rural,hombre,1676,7949,21.084413133727512
2024,31601,rural,mujer,1606,7963,20.168278287077733
2024,31601,urbana,hombre,274,1251,21.90247801758593
2024,31601,urbana,mujer,301,1312,22.942073170731707
2024,31602,rural,hombre,2668,10014,26.64270021969243
2024,31602,rural,mujer,2146,8593,24.97381589666007
2024,31602,urbana,hombre,1144,4186,27.32919254658385
2024,31602,urbana,mujer,1226,4379,27.997259648321535
2024,40101,rural,hombre,7,51,13.72549019607843
2024,40101,rural,mujer,5,42,11.904761904761905
2024,40101,urbana,hombre,35822,142209,25.18968560358346
2024,40101,urbana,mujer,37099,156048,23.77409515021019
2024,40102,rural,hombre,1530,7746,19.752130131680868
2024,40102,rural,mujer,1577,7554,20.876356897008208
2024,40102,urbana,hombre,1085,3718,29.18235610543303
2024,40102,urbana,mujer,997,3832,26.017745302713987
2024,40103,rural,hombre,1051,5118,20.53536537710043
2024,40103,rural,mujer,938,4879,19.225251076040173
2024,40104,rural,hombre,1628,8057,20.206032021844358
2024,40104,rural,mujer,1611,7707,20.90307512650837
2024,40201,rural,hombre,2625,12465,21.0589651022864
2024,40201,rural,mujer,2098,9993,20.99469628740118
2024,40201,urbana,hombre,1663,5952,27.940188172043012
2024,40201,urbana,mujer,1694,7017,24.14137095624911
2024,40202,rural,hombre,530,2665,19.887429643527206
2024,40202,rural,mujer,459,2496,18.389423076923077
2024,40301,rural,hombre,1646,8170,20.1468788249694
2024,40301,rural,mujer,1723,7931,21.72487706468289
2024,40302,rural,hombre,266,1295,20.54054054054054
2024,40302,rural,mujer,230,1209,19.02398676592225
2024,40401,rural,hombre,955,3472,27.505760368663594
2024,40401,rural,mujer,627,3211,19.526627218934912
2024,40402,rural,hombre,600,3028,19.815059445178335
2024,40402,rural,mujer,524,2775,18.882882882882882
2024,40501,rural,hombre,13,70,18.571428571428573
2024,40501,rural,mujer,18,67,26.865671641791046
2024,40501,urbana,hombre,581,2004,28.99201596806387
2024,40501,urbana,mujer,397,1870,21.22994652406417
2024,40502,rural,hombre,177,845,20.94674556213018
2024,40502,rural,mujer,172,751,22.902796271637815
2024,40502,urbana,hombre,292,1389,21.022318214542835
2024,40502,urbana,mujer,249,1246,19.98394863563403
